ExcavatorID,Date,Notes,Project,GridNumber,PitNumb,GridCoord,Point1,Point2,Point3,BD1Ft,BD1In,BD2Ft,BD2In,BD3Ft,BD3In,BDOrient,N1,N2,N3,Norient,W1,W2,W3,Worient,FieldID
SVG,06/24/2004,,RLB,2038A,91,H-8,,,,14,7.25,14,7.5,,,,24.25,24.75,,,9,9.5,,,phalanx
SVG,06/24/2004,,RLB,2038A,91,H-8,,,,14,7.25,14,7,,,,8.75,11,,,16.5,18.75,,,Bone Frags
SVG,06/24/2004,"[N and W reversed on original]",,,,,,,,,,,,,,,,,,,,,,,
SVG,06/24/2004,,RLB,2038A,91,H-8,,,,14,7.75,14,8,,,,10,13,,,30.5,33.5,,,Gooey wood?
SVG,06/24/2004,,RLB,2038A,91,H-8,,,,14,7.25,14,7.5,,,,14,14.75,,,21,21.75,,,Aves Humerus
SVG,06/24/2004,,RLB,2038A,91,H-8,,,,14,7.25,14,7.5,,,,35,35.25,,,28.25,30,,,Wood
SVG,06/24/2004,"Ok.  I will now write my data correctly.",,,,,,,,,,,,,,,,,,,,,,,
SVG,06/24/2004,,RLB,2038A,91,H-8,,,,14,6,15,,,,,24,30,,,30,36,,,dermal ossicles
SVG,06/24/2004,,RLB,2038A,91,H-8,,,,14,5.5,,,,,,16.5,17.5,,,34.75,,,,Aves ulna
SVG,06/24/2004,,RLB,2038A,91,H/8,,,,14,6,15,,,,,30,36,,,30,36,,,dermal ossicles
SVG,06/24/2004,,BLB,2038A,91,H-8,,,,14,0,14,0,,,,15.5,16.25,,,31.25,32,,,humerus
SVG,06/24/2004,,RLB,2038A,91,H-8,NS,LtTP,RtTP,14,8,14,,14,734,,,.5,18.25,,,.75,33,,Smilodon thoracic vert
SVG,06/24/2004,,RLB,2038A,91,H-8,NS,LtTP,RtTP,14,,,.5,14,9,,,.5,18,,,.5,32,,Bison? thoracic vert
KEV,06/24/2004,"Media Day!  Yeah!",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"BBC here @ 8am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"Sam, Nancy and I glopped.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"BBC had a fascination w/the glopping done by Nancy & Denise Ruzicka (here @ 9:00am).",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"Jean Moore then showed up @ 9:30.  She also glopped.  Sam & I worked in J-8 for filming.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"Anyway off to break.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"Back from break.  Jean w/ Sam in H-8.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"Denise w/me in J-8.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"Channel 5 is here, it’s 10am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"5",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,,RLP,1868A,91,J-8,Px,Dt,PT,13,,,.5,13,8.75,,,.25,7.5,,,.25,10.5,,Smilodon 2nd phalanx
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,13,,14,112,,,,15,16,,,5.5,8,,,C. dirus long bone frag
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,,18,19,,,11.5,13.25,,,Bone frag
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,,14,6,,,,12,18,,,12,18,,,dermal ossicles
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,.25,14,.5,,,,25.25,26,,,15,15.25,,,Bone frag
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,1.5,14,1.75,,,,22,2234,,,14.75,,,,Bone frag
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,.5,14,1,,,,18.5,19,,,13,13.5,,,sesamoid
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,.75,14,1.25,,,,20.75,21,,,10.5,11.25,,,Small Mammal femur
KEV,06/24/2004,"(Distal end)",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,.75,14,1.25,,,,13.5,14,,,13.75,14,,,Bone frag (ident?)
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,,2.5,3.5,,,5,5.5,,,Sesamoid
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.25,,,,3,3.75,,,5,5.5,,,Sesamoid
KEV,06/24/2004,,RLP,1858A,91,J-8,NS,LtTP,RtTP,13,,,.75,14,1,,,.5,16,,,.5,7.5,,C. latrans cervical vert.
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,,14,.5,,,,2.75,3.5,,,32.5,33.25,,,Bone frags
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,,14,.5,,,,3.5,5.25,,,29.75,31.25,,,Bone frags
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,,14,6,,,,6,12,,,30,36,,,dermal ossicles
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,11,,14,,,A to P,3.5,4,,,30.75,31.5,,,Herbivore Sesamoid
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,13,11.5,14,1,,,,3,4,,,30,31,,,ident bone frag
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,11,14,,,,,3.75,4.25,,,27.5,29,,,Bone frag
KEV,06/24/2004,,RLP,1858A,91,J-8,Px,ST,RF,13,8,13,,13,7.25,,,.5,5,,,.25,24,,Smilodon distal end ulna
KEV,06/24/2004,"ST = styloid process",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"RF = radial facet",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,9,13,10.25,,,L to M,7.5,9.5,,,23,25.5,,,Smilodon left 2nd terminal phalanx
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,10,13,10.75,,,M to L,1,1.75,,,31.25,33,,,Bison tooth (left P2 upper)
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,9.5,13,10.5,,,,7,9,,,24.5,27,,,Clump of bone frags
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,,14,12,,,,5.5,6.25,,,28.5,29.5,,,Sesamoid
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,,14,.25,,,,5,5.5,,,29.5,30.5,,,Bone frag
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,11,14,,,,,3.5,4.75,,,32,32.5,,,Aves fibula
KEV,06/24/2004,"[see diagram KEV pg 301]",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,9,13,10.5,,,,5.5,7,,,25.5,26.5,,,Smilodon sternabra
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,,14,6,,,,6,12,,,24,30,,,dermal ossicles
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,10.5,13,11.5,,,,8.25,9.5,,,26,27,,,Bone frag
KEV,06/24/2004,,RLP,1958A,91,J-8,Px,Dt,Tub,13,7,13,,13,7.5,,,.5,1,,22,24,22.25,,C. dirus rib (prox end)
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,10,13,11.5,,,L to M,7.25,9,,,26,27.5,,,Smilodon left unciform
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,11,14,,,,,7.5,8.5,,,26,26.5,,,Cobble
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,10.25,13,11.25,,,,6.5,7.5,,,24.75,25.5,,,C. dirus phalanx
KEV,06/24/2004,"`",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,,RLP,1858A,91,J-8,Dt,CM,TM,13,,,.5,13,11,,8,,7,,,.5,27.25,,Aves rib
KEV,06/24/2004,"CM = capitulum",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"TM = tuberculum",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,10.25,13,11,,,,5,5.75,,,26.25,27.5,,,Bone frag
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,8,13,8.5,,,,2.5,4,,,20,21.5,,,Bone frag (ident)
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,7,13,7.5,,,,4.5,5.5,,,19,19.5,,,Bone frag
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,11,13,11.5,,,L to M,4.5,5,,,26,26.5,,,Rt. entocuneiform?
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,11.25,14,,,,,7.25,8.25,,,27.5,,,,Ident bone
KEV,06/24/2004,,RLP,1858A,91,J-8,NS,RtTP,LtTP,13,11,13,11,13,10,,10,,9.75,,22,21,23,,cervical vert.
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,10,14,,,,,7.25,8.5,,,25,26.5,,,long Bone frag
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,11.5,14,,,,,11,12,,,15.5,17.5,,,Bone frag
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,11.5,14,,,,,11.5,12.5,,,17,18,,,Bone frag
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,,14,.5,,,,8.5,9.5,,,28,29,,,Bone frags
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,10.5,,,,,,7,7.5,,,25,25.5,,,Bone frag
KEV,06/24/2004,,RLP,1858A,91,J-8,GT,FC,Dt,13,11,14,,13,11,,1,,4,,29,,30,,C. dirus (prox end) femur
KEV,06/24/2004,"GT = greater trochanter",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"FC = fovea capitus",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"(distal end is w/in the bone mass measured 23 June 2004)",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,,14,1,,,,1,2,,,31,32,,,C. dirus phalanx
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,11.5,14,,,,,4.25,5,,,31.5,32.25,,,Smilodon terminal phalanx
KEV,06/24/2004,,RLP,1958A,91,J-8,,,,14,,14,1,,,,6.75,7.75,,,31.5,32.75,,,Bone frag
KEV,06/24/2004,,RLP,1858A,91,J-8,,,,13,10,13,11,,,,7,7.5,,,24,25,,,Ident bone
KEV,06/24/2004,"Well, 4:30 and still here.  Waitin’ around for AP (associated pres) who finally showed up!",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"Measured 50 specimens today!",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"Damn!  It was a busy day.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"Anyway, SW end of J-8 is looking fab.  I think we are out of the disturbed, if in fact I was really in disturbed.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"After 5 and the AP is still here.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/24/2004,"I have to leave.  Sam & Chris will lock up.",,,,,,,,,,,,,,,,,,,,,,,
SVG,06/25/2004,"Nancy, Kristen and I glopped, Nora Bloch came a little late.  She is a little timid still.  Nancy and I are working on the plaster, I will continue after she leaves.  Kristen and I are looking at the geology map0s for J-8 that Chris Shaw brought down.  I am now completely informed about taking notes.",,,,,,,,,,,,,,,,,,,,,,,
SVG,06/25/2004,,RLP,2038A,91,H-8,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Here @ 8:30.  Sam & Nancy already here.  They brought down some more Gojo & paper towels.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Three of us glopped.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Nancy is a glopping machine!",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Nora Bloch here @ 9:20.  She missed most of the glopping.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Nancy w/Sam in H-8 until 10.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Nora w/me in J-8",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Brought down more buckets & lids.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Now, I’m on measuring bones for the rest of the day.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,,RLP,1858A,91,J-8,,,,13,11.5,14,,,,,5,6,,,32.5,34,,,Bone frags
KEV,06/25/2004,,RLP,1858A,91,J-8,,,,13,10.75,13,11.75,,,,6,6.75,,,28,29,,,Bone frag (ident)
KEV,06/25/2004,"8",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,,RLP,1958A,91,J-8,NS,RtTP,LtTP,,14.5,13,,14,1,,2,,4,,,.75,33.25,,Smilodon lumbar
KEV,06/25/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.25,,,L to M,24.5,25,,,11.5,11.75,,,Rt. cuneiform
KEV,06/25/2004,,RLP,1958A,91,J-8,Px,Dt,PT,14,1,14,,14,1,,3,0,3.25,,,.5,5.25,,C. dirus metacarpal
KEV,06/25/2004,,RLP,1958A,91,J-8,,,,14,1.5,14,2.5,,,,1.75,3.25,,,2.5,3.5,,,C. dirus phalanx
KEV,06/25/2004,,RLP,1958A,91,J-8,,,,14,3.75,14,2.25,,,,1.5,2.25,,,2.25,2.5,,,phalanx
KEV,06/25/2004,"Smilodon metapodial found in Asphalt matrix bucket by Chris.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Oops!",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Bagged and marked not in situ.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,"Will have to remind volunteers to be more careful",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,,RLP,1958A,91,J-8,,,,14,1.5,14,1.75,,,,1.75,3,,,5,5.75,,,C. dirus hyoid bone
KEV,06/25/2004,,RLP,1858A,91,J-8,,,,13,11.75,14,.5,,,,6.75,8,,,25.5,26.5,,,Bone frags
KEV,06/25/2004,,RLP,1958A,91,J-8,,,,14,.5,14,1,,,,6.5,7,,,30,30.75,,,ident bone frag
KEV,06/25/2004,"Nora is working on the bone in the SE corner of J-8 going into I-8.  It’s falling apart and Chris OK’d digging it out of I-8 b/c it is so fragile.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/25/2004,,RLP,1958A,91,J-8,,,,14,.5,14,1,,,,1.75,2.25,,,26,27,,,Bone frags
KEV,06/25/2004,,RLP,1958A,91,J-8,,,,14,,14,.5,,,,3,4,,,28,29,,,C. dirus terminal phalanx
KEV,06/25/2004,,RLP,1958A,91,J-8,Px,Dt,Tub,14,4,14,3,14,4,,,.5,22.75,,,.75,8.5,,C. dirus rib
KEV,06/25/2004,,RLP,1958A,91,J-8,,,,14,1.5,,,,,,23.25,23.75,,,10,,,,Small mammal phalanx
KEV,06/25/2004,,RLP,1958A,91,J-8,,,,13,11,14,1,,,,7.5,10.5,,,23,25.5,,,Bone frag
KEV,06/25/2004,,RLP,1958A,91,J-8,,,,14,,14,.5,,,,3.5,4.5,,,24,24.5,,,Bone frag
KEV,06/25/2004,,RLP,1858A,91,J-8,,,,13,9,13,10,,,,23.5,24.25,,,0,.75,,,Bone frag
KEV,06/25/2004,"Nancy Ortiz had 530 people come through the viewing station today.",,,,,,,,,,,,,,,,,,,,,,,
,06/26/2004,"S. V. Green:  We disposed of all of the plaster removed yesterday today.  We are continuing in H-8.",,,,,,,,,,,,,,,,,,,,,,,
,06/26/2004,,RLP,2038A,91,H-8,,,,14,9.5,14,11.5,,,,,,,,,,,,Glosso gooey frag?
,06/26/2004,"I believe this to be a piece of the sloth pelvis that was buried under the plaster.",,,,,,,,,,,,,,,,,,,,,,,
,06/26/2004,,RLP,2038A,91,H-8,,,,14,10,14,11,,,,25,27,,,25.5,26.5,,,herbivore tooth?
,06/26/2004,"Tom Juhas is working in H-8 with me.",,,,,,,,,,,,,,,,,,,,,,,
,06/26/2004,,RLP,2038A,91,H-8,,,,14,7.5,14,8.5,,,,16.5,19.25,,,5.25,7.5,,,cobble
,06/26/2004,,RLP,2038A,91,H-8,,,,14,7,14,8.25,,,,17.5,19.5,,,7.5,9.5,,,cobble
,06/26/2004,,RLP,2038A,91,H-8,,,,14,7,,,,,,31,31.75,,,7,,,,Bone Frag
,06/26/2004,,RLP,2038A,91,H-8,,,,14,6.5,,,,,,33.25,,,,9.5,,,,Bone Frag
,06/26/2004,,RLP,2038A,91,H-8,,,,14,9,,,,,,27.5,,,,7,8,,,Bone Frag
,06/26/2004,,RLP,2038A,91,H-8,,,,14,6.75,,,,,,31.5,32,,,11,11,,,Bone Frag
,06/26/2004,,RLP,2038A,91,H-8,,,,14,8.5,,,,,,22,,,,,,,,Bone Frag
,06/26/2004,,RLP,2038A,91,H-8,,,,14,6,15,,,,,18,24,,,12,18,,,dermal ossicles
,06/26/2004,,RLP,2038A,91,H-8,,,,14,8.5,14,9.25,,,,13.5,14.75,,,.5,1.5,,,cobble
,06/26/2004,,RLP,2038A,91,H-8,,,,14,7.75,14,9.5,,,,18.75,21,,,35.5,1.5,,,Cobble
,06/26/2004,,RLP,2038A,91,H-8,,,,14,8.75,14,9.25,,,,18.5,,,,2,3.5,,,Cobble
,06/26/2004,,RLP,2038A,91,H-8,,,,14,8.75,14,9.25,,,,23.75,24,,,.75,2.5,,,Cobble
,06/26/2004,,RLP,2038A,91,H-8,,,,14,8.75,14,9.5,,,,25,25.5,,,1.75,3,,,Cobble
KEV,06/26/2004,,RLP,2038A,91,H-8,,,,14,9,,,,,,23.5,24.5,,,17,17.5,,,Bone Frag
KEV,06/26/2004,"Nancy, Sam & myself went to Observation Pit to clean up bird poop as requested by Shelley.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,"Anna here @ 9, followed shortly by Henry Ballard and Tom.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,"Everyone Glopped.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,"But first Henry & myself took out the trash & plaster (from H-8)",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,"Anna & Henry w/me in J-8.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,"Tom & Nancy in H-8 w/Sam.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,"Did the dishes including the dustpans which are so clean!",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,"Breaktime (10am).",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,"Lots of measuring when we get back.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,,14,6,,,,24,30,,,18,24,,,dermal ossicles
KEV,06/26/2004,"1848A",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,,RLP,1858A,91,J-8 I-8,,,,13,5.75,13,8,,,,34.25,.75,,,15,16.75,,,Bone Frag.?
KEV,06/26/2004,"c/b SMC 6/30/07",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,,RLP,1958A,91,J-8,Px,MSP,AS,14,,14,,14,.75,,,.75,8.5,,,.5,26.25,,distal end radius Smilodon
KEV,06/26/2004,"AS = articular surface",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,"8",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,13,11.25,14,.25,,,,8,9,,,25,26.25,,,Bone frag
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,.75,14,1.25,,,,25.75,26.5,,,14,14.75,,,Bone frags.
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,1.5,14,1.75,,,,23.5,24,,,18.25,19.75,,,Bone frags
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,.75,14,1,,,,25.25,26,,,14.25,14.5,,,Bone frags
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,1.75,14,3,,,,28,29.25,,,15.5,16.75,,,Smilo mesosternal element
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2.75,14,3.5,,,,29,30,,,14,15.5,,,Vert. centrum
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2.25,14,4,,,,28.5,29,,,13.5,15.25,,,Skull frag?
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,.75,14,1,,,,26.75,,,,15.25,15.5,,,Bone frag
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.25,,,,25.5,26,,,15.5,16.25,,,Bone frag
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2,14,3.25,,,,26.75,27.75,,,15,16.25,,,Smilodon terminal phalanx
KEV,06/26/2004,,RLP,1858A,91,J-8,,,,13,10.5,14,.75,,,,9,11.5,,,8,10.5,,,Bone frag (surface mass)
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,,14,6,,,,18,24,,,12,18,,,dermal ossicles
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,1.5,14,2.25,,,D to V,26,27,,,16.5,17.25,,,Vert. epiphysis
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.25,,,,27.25,27.5,,,15,15.75,,,Bone frags
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2,,,,,,27.75,,,,15.5,,,,Plant seed
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,3,,,,27,27.75,,,16.75,17.25,,,Bone frags
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,1,14,3,,,,25.25,26.5,,,14.75,15.75,,,Mass of Bone frags
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,2.75,,,,34.5,35.5,,,8,8.5,,,Bone frag
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,1.75,14,2.5,,,,21.5,24.5,,,18.5,19.5,,,Wood
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,1.25,14,1.75,,,,22.5,24,,,15.25,16.25,,,Bone frag
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,234,,,,30,30.5,,,9,10,,,Bone frag
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,3,,,,9,9.5,,,30,30.75,,,phalanx
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,A to P,19.5,20,,,18,19,,,Aves pgyostile pygostyle
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2,14,3,,,,24.75,25.25,,,17,18.25,,,C. dirus toe
KEV,06/26/2004,,RLP,1958A,91,J-8,Px,AS,SP,14,,,.25,14,.5,,,.25,20.5,,17,18,18.5,,Smilodon (distal end) ulna
KEV,06/26/2004,"AS = articular surface",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,"SP = styloid process",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/26/2004,,RLP,1858A,91,J-8,,,,13,11,14,1,,,,6,10,,,11,15,,,Bone (Surface) Mass
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,13,11.75,,14.25,,,D to V,10.75,12,,,8.5,11,,,part of scapula
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,3,,,,24.5,25.25,,,16.5,17.25,,,Seed Pod
KEV,06/26/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,2.75,,,,22.5,23,,,16.5,17.25,,,Bone frag
KEV,06/26/2004,"Nancy had 735 people go through the viewing station.",,,,,,,,,,,,,,,,,,,,,,,
SVG,06/27/2004,"Susan 	Renee 	and Maggie	 came at 9:00ish.  Nancy 	Christen and I had cleaned out the trailer and nearly finished glopping.  H-8 is having a little seepage issues there in both asphalt and water.  Renee is in H-8 with me today.  Maggie is going with Kristen in J-8.",,,,,,,,,,,,,,,,,,,,,,,
SVG,06/27/2004,,RLP,2038A,91,H-8,,,,14,8.75,14,9.5,,,,18.5,19.75,,,4.5,6,,,cobble
SVG,06/27/2004,,RLP,2038A,91,H-8,,,,14,8.75,14,9.25,,,,19.5,21,,,3.25,4.75,,,Cobble
SVG,06/27/2004,,RLP,2038A,91,H-8,,,,14,9,14,10,,,,18.25,20,,,12.5,13.75,,,cobble
SVG,06/27/2004,,RLP,2038A,91,H-8,,,,14,8.75,14,9.5,,,,18.75,20,,,13.5,14.25,,,Cobble
SVG,06/27/2004,,RLP,2038A,91,H-8,,,,14,9.5,14,11.5,,,,16,18,,,19.5,21.5,,,intensive study sample
SVG,06/27/2004,,RLP,2038A,91,H-8,,,,14,9.5,14,10.25,,,,20.25,23,,,6,7.25,,,Cobble
SVG,06/27/2004,,RLP,2038A,91,H-8,,,,14,10.25,14,11.75,,,,15,18.5,,,18,21.75,,,Big Cobble
SVG,06/27/2004,,RLP,2038A,91,H-8,,,,14,9.5,14,9.75,,,,19.5,20.25,,,3.25,4.25,,,Cobble
SVG,06/27/2004,,RLP,2038A,91,H-8,,,,14,10.25,14,10.5,,,,23.75,24.5,,,2,3.5,,,Cobble
SVG,06/27/2004,,RLP,2038A,91,H-8,,,,14,8.25,14,11.25,,,,7,11,,,18.5,21.5,,,We spent nearly all day trying to get out the soil samples.
KEV,06/27/2004,"Nancy, Sam & I here @ 8.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/27/2004,"Cleaned up the trailer, it was looking pretty dirty.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/27/2004,"Susan here @ 9.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/27/2004,"Renee Choi here @ 9:15.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/27/2004,"Maggie Hernandez here @ 9:30.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/27/2004,"Hauled up asphalt buckets",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/27/2004,"Maggie & I took them to Pit 9.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/27/2004,"Nancy & Susan in J-8.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/27/2004,"Renee & Maggie w/Sam in H-8.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/27/2004,"David Gold here @ 10am, he’s in J-8 w/Susan & myself.",,,,,,,,,,,,,,,,,,,,,,,
KEV,06/27/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.25,,,,20.75,21.25,,,11.25,12.25,,,ident. bone frag
KEV,06/27/2004,,RLP,1958A,91,J-8,,,,14,.5,14,2,,,,13,13.75,,,4.25,4.75,,,Ident. bone frag
KEV,06/27/2004,,RLP,1958A,91,J-8,,,,14,.75,14,1.25,,,,12.75,13,,,14.25,.75,,,tooth frag.
KEV,06/27/2004,,RLP,1958A,91,J-8,,,,14,2.5,14,2.75,,,,4,4.5,,,2.5,3,,,Bone frag
KEV,06/27/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.5,,,,17.5,18,,,12.5,13.25,,,phalanx
KEV,06/27/2004,,RLP,1958A,91,J-8,,,,14,1,14,1.25,,,,19,19.25,,,13.25,13.75,,,Wood
KEV,06/27/2004,,RLP,1958A,91,J-8,,,,14,.75,14,1.25,,,,1,1.75,,,8.5,9.5,,,Bone frag
KEV,06/27/2004,,RLP,1858A,91,J-8,,,,13,9.25,13,10,,,,6.5,7.5,,,15.75,16.25,,,Bone frag
KEV,06/27/2004,,RLP,1958A,91,J-8,,,,14,,14,.25,,,,6.25,6.5,,,10.5,11.25,,,Wood
KEV,06/27/2004,,RLP,1958A,91,J-8,,,,14,,14,.5,,,,8.5,,,,23,24,,,Skull frag?
KEV,06/27/2004,,RLP,1958A,91,J-8,,,,14,.25,14,.5,,,,6.25,6.5,,,23.25,23.5,,,Aves terminal phalanx
